datetime,year,month,day,hour,minute,price_eur_per_mwh
2025-11-09T00:00:00.000+01:00,2025,11,9,0,0,122.78
2025-11-09T01:00:00.000+01:00,2025,11,9,1,0,118.48
2025-11-09T02:00:00.000+01:00,2025,11,9,2,0,114.1
2025-11-09T03:00:00.000+01:00,2025,11,9,3,0,113.98
2025-11-09T04:00:00.000+01:00,2025,11,9,4,0,114.14
2025-11-09T05:00:00.000+01:00,2025,11,9,5,0,117.2
2025-11-09T06:00:00.000+01:00,2025,11,9,6,0,127.25
2025-11-09T07:00:00.000+01:00,2025,11,9,7,0,133.93
2025-11-09T08:00:00.000+01:00,2025,11,9,8,0,133.1
2025-11-09T09:00:00.000+01:00,2025,11,9,9,0,101.28
2025-11-09T10:00:00.000+01:00,2025,11,9,10,0,54.7
2025-11-09T11:00:00.000+01:00,2025,11,9,11,0,51.81
2025-11-09T12:00:00.000+01:00,2025,11,9,12,0,52.6
2025-11-09T13:00:00.000+01:00,2025,11,9,13,0,54.5
2025-11-09T14:00:00.000+01:00,2025,11,9,14,0,56.06
2025-11-09T15:00:00.000+01:00,2025,11,9,15,0,72.93
2025-11-09T16:00:00.000+01:00,2025,11,9,16,0,114.29
2025-11-09T17:00:00.000+01:00,2025,11,9,17,0,141.65
2025-11-09T18:00:00.000+01:00,2025,11,9,18,0,148.13
2025-11-09T19:00:00.000+01:00,2025,11,9,19,0,157.85
2025-11-09T20:00:00.000+01:00,2025,11,9,20,0,164.01
2025-11-09T21:00:00.000+01:00,2025,11,9,21,0,168.78
2025-11-09T22:00:00.000+01:00,2025,11,9,22,0,155.44
2025-11-09T23:00:00.000+01:00,2025,11,9,23,0,142.86
2025-11-10T00:00:00.000+01:00,2025,11,10,0,0,130.49
2025-11-10T01:00:00.000+01:00,2025,11,10,1,0,121.79
2025-11-10T02:00:00.000+01:00,2025,11,10,2,0,111.12
2025-11-10T03:00:00.000+01:00,2025,11,10,3,0,105.25
2025-11-10T04:00:00.000+01:00,2025,11,10,4,0,104.68
2025-11-10T05:00:00.000+01:00,2025,11,10,5,0,110.04
2025-11-10T06:00:00.000+01:00,2025,11,10,6,0,132.94
2025-11-10T07:00:00.000+01:00,2025,11,10,7,0,147.45
2025-11-10T08:00:00.000+01:00,2025,11,10,8,0,172.21
2025-11-10T09:00:00.000+01:00,2025,11,10,9,0,131.34
2025-11-10T10:00:00.000+01:00,2025,11,10,10,0,167.6
2025-11-10T11:00:00.000+01:00,2025,11,10,11,0,158.34
2025-11-10T12:00:00.000+01:00,2025,11,10,12,0,160.27
2025-11-10T13:00:00.000+01:00,2025,11,10,13,0,150.59
2025-11-10T14:00:00.000+01:00,2025,11,10,14,0,87.89
2025-11-10T15:00:00.000+01:00,2025,11,10,15,0,107.11
2025-11-10T16:00:00.000+01:00,2025,11,10,16,0,129.66
2025-11-10T17:00:00.000+01:00,2025,11,10,17,0,172.82
2025-11-10T18:00:00.000+01:00,2025,11,10,18,0,263.31
2025-11-10T19:00:00.000+01:00,2025,11,10,19,0,277.27
2025-11-10T20:00:00.000+01:00,2025,11,10,20,0,270.54
2025-11-10T21:00:00.000+01:00,2025,11,10,21,0,264.86
2025-11-10T22:00:00.000+01:00,2025,11,10,22,0,175.1
2025-11-10T23:00:00.000+01:00,2025,11,10,23,0,162.85
2025-11-11T00:00:00.000+01:00,2025,11,11,0,0,142.53
2025-11-11T01:00:00.000+01:00,2025,11,11,1,0,141.38
2025-11-11T02:00:00.000+01:00,2025,11,11,2,0,142.93
2025-11-11T03:00:00.000+01:00,2025,11,11,3,0,139.56
2025-11-11T04:00:00.000+01:00,2025,11,11,4,0,139.62
2025-11-11T05:00:00.000+01:00,2025,11,11,5,0,138.07
2025-11-11T06:00:00.000+01:00,2025,11,11,6,0,139.26
2025-11-11T07:00:00.000+01:00,2025,11,11,7,0,141.38
2025-11-11T08:00:00.000+01:00,2025,11,11,8,0,163.47
2025-11-11T09:00:00.000+01:00,2025,11,11,9,0,117.31
2025-11-11T10:00:00.000+01:00,2025,11,11,10,0,143.49
2025-11-11T11:00:00.000+01:00,2025,11,11,11,0,143.06
2025-11-11T12:00:00.000+01:00,2025,11,11,12,0,145.37
2025-11-11T13:00:00.000+01:00,2025,11,11,13,0,138.35
2025-11-11T14:00:00.000+01:00,2025,11,11,14,0,69.89
2025-11-11T15:00:00.000+01:00,2025,11,11,15,0,78.0
2025-11-11T16:00:00.000+01:00,2025,11,11,16,0,106.89
2025-11-11T17:00:00.000+01:00,2025,11,11,17,0,146.92
2025-11-11T18:00:00.000+01:00,2025,11,11,18,0,229.92
2025-11-11T19:00:00.000+01:00,2025,11,11,19,0,237.11
2025-11-11T20:00:00.000+01:00,2025,11,11,20,0,237.6
2025-11-11T21:00:00.000+01:00,2025,11,11,21,0,229.54
2025-11-11T22:00:00.000+01:00,2025,11,11,22,0,155.95
2025-11-11T23:00:00.000+01:00,2025,11,11,23,0,139.16
2025-11-12T00:00:00.000+01:00,2025,11,12,0,0,108.78
2025-11-12T01:00:00.000+01:00,2025,11,12,1,0,90.22
2025-11-12T02:00:00.000+01:00,2025,11,12,2,0,87.64
2025-11-12T03:00:00.000+01:00,2025,11,12,3,0,79.8
2025-11-12T04:00:00.000+01:00,2025,11,12,4,0,75.85
2025-11-12T05:00:00.000+01:00,2025,11,12,5,0,80.88
2025-11-12T06:00:00.000+01:00,2025,11,12,6,0,108.42
2025-11-12T07:00:00.000+01:00,2025,11,12,7,0,117.88
2025-11-12T08:00:00.000+01:00,2025,11,12,8,0,137.39
2025-11-12T09:00:00.000+01:00,2025,11,12,9,0,99.87
2025-11-12T10:00:00.000+01:00,2025,11,12,10,0,154.8
2025-11-12T11:00:00.000+01:00,2025,11,12,11,0,153.44
2025-11-12T12:00:00.000+01:00,2025,11,12,12,0,157.87
2025-11-12T13:00:00.000+01:00,2025,11,12,13,0,154.65
2025-11-12T14:00:00.000+01:00,2025,11,12,14,0,90.06
2025-11-12T15:00:00.000+01:00,2025,11,12,15,0,92.78
2025-11-12T16:00:00.000+01:00,2025,11,12,16,0,104.72
2025-11-12T17:00:00.000+01:00,2025,11,12,17,0,134.08
2025-11-12T18:00:00.000+01:00,2025,11,12,18,0,207.94
2025-11-12T19:00:00.000+01:00,2025,11,12,19,0,216.79
2025-11-12T20:00:00.000+01:00,2025,11,12,20,0,225.21
2025-11-12T21:00:00.000+01:00,2025,11,12,21,0,217.77
2025-11-12T22:00:00.000+01:00,2025,11,12,22,0,137.04
2025-11-12T23:00:00.000+01:00,2025,11,12,23,0,119.13
2025-11-13T00:00:00.000+01:00,2025,11,13,0,0,90.04
2025-11-13T01:00:00.000+01:00,2025,11,13,1,0,89.2
2025-11-13T02:00:00.000+01:00,2025,11,13,2,0,85.69
2025-11-13T03:00:00.000+01:00,2025,11,13,3,0,80.08
2025-11-13T04:00:00.000+01:00,2025,11,13,4,0,79.52
2025-11-13T05:00:00.000+01:00,2025,11,13,5,0,81.93
2025-11-13T06:00:00.000+01:00,2025,11,13,6,0,97.41
2025-11-13T07:00:00.000+01:00,2025,11,13,7,0,104.99
2025-11-13T08:00:00.000+01:00,2025,11,13,8,0,138.34
2025-11-13T09:00:00.000+01:00,2025,11,13,9,0,130.2
2025-11-13T10:00:00.000+01:00,2025,11,13,10,0,182.46
2025-11-13T11:00:00.000+01:00,2025,11,13,11,0,172.58
2025-11-13T12:00:00.000+01:00,2025,11,13,12,0,174.75
2025-11-13T13:00:00.000+01:00,2025,11,13,13,0,170.81
2025-11-13T14:00:00.000+01:00,2025,11,13,14,0,106.92
2025-11-13T15:00:00.000+01:00,2025,11,13,15,0,114.75
2025-11-13T16:00:00.000+01:00,2025,11,13,16,0,124.28
2025-11-13T17:00:00.000+01:00,2025,11,13,17,0,131.1
2025-11-13T18:00:00.000+01:00,2025,11,13,18,0,204.77
2025-11-13T19:00:00.000+01:00,2025,11,13,19,0,203.98
2025-11-13T20:00:00.000+01:00,2025,11,13,20,0,198.69
2025-11-13T21:00:00.000+01:00,2025,11,13,21,0,190.67
2025-11-13T22:00:00.000+01:00,2025,11,13,22,0,114.61
2025-11-13T23:00:00.000+01:00,2025,11,13,23,0,104.65
2025-11-14T00:00:00.000+01:00,2025,11,14,0,0,84.19
2025-11-14T01:00:00.000+01:00,2025,11,14,1,0,85.87
2025-11-14T02:00:00.000+01:00,2025,11,14,2,0,79.74
2025-11-14T03:00:00.000+01:00,2025,11,14,3,0,73.47
2025-11-14T04:00:00.000+01:00,2025,11,14,4,0,70.01
2025-11-14T05:00:00.000+01:00,2025,11,14,5,0,75.05
2025-11-14T06:00:00.000+01:00,2025,11,14,6,0,81.41
2025-11-14T07:00:00.000+01:00,2025,11,14,7,0,102.6
2025-11-14T08:00:00.000+01:00,2025,11,14,8,0,140.17
2025-11-14T09:00:00.000+01:00,2025,11,14,9,0,121.36
2025-11-14T10:00:00.000+01:00,2025,11,14,10,0,164.21
2025-11-14T11:00:00.000+01:00,2025,11,14,11,0,170.6
2025-11-14T12:00:00.000+01:00,2025,11,14,12,0,172.62
2025-11-14T13:00:00.000+01:00,2025,11,14,13,0,165.71
2025-11-14T14:00:00.000+01:00,2025,11,14,14,0,105.01
2025-11-14T15:00:00.000+01:00,2025,11,14,15,0,109.0
2025-11-14T16:00:00.000+01:00,2025,11,14,16,0,113.91
2025-11-14T17:00:00.000+01:00,2025,11,14,17,0,133.99
2025-11-14T18:00:00.000+01:00,2025,11,14,18,0,205.71
2025-11-14T19:00:00.000+01:00,2025,11,14,19,0,209.86
2025-11-14T20:00:00.000+01:00,2025,11,14,20,0,206.05
2025-11-14T21:00:00.000+01:00,2025,11,14,21,0,197.39
2025-11-14T22:00:00.000+01:00,2025,11,14,22,0,124.93
2025-11-14T23:00:00.000+01:00,2025,11,14,23,0,117.77
2025-11-15T00:00:00.000+01:00,2025,11,15,0,0,91.59
2025-11-15T01:00:00.000+01:00,2025,11,15,1,0,89.9
2025-11-15T02:00:00.000+01:00,2025,11,15,2,0,90.45
2025-11-15T03:00:00.000+01:00,2025,11,15,3,0,87.84
2025-11-15T04:00:00.000+01:00,2025,11,15,4,0,88.08
2025-11-15T05:00:00.000+01:00,2025,11,15,5,0,88.9
2025-11-15T06:00:00.000+01:00,2025,11,15,6,0,88.94
2025-11-15T07:00:00.000+01:00,2025,11,15,7,0,89.12
2025-11-15T08:00:00.000+01:00,2025,11,15,8,0,106.6
2025-11-15T09:00:00.000+01:00,2025,11,15,9,0,95.75
2025-11-15T10:00:00.000+01:00,2025,11,15,10,0,87.49
2025-11-15T11:00:00.000+01:00,2025,11,15,11,0,81.35
2025-11-15T12:00:00.000+01:00,2025,11,15,12,0,87.54
2025-11-15T13:00:00.000+01:00,2025,11,15,13,0,88.44
2025-11-15T14:00:00.000+01:00,2025,11,15,14,0,95.34
2025-11-15T15:00:00.000+01:00,2025,11,15,15,0,102.92
2025-11-15T16:00:00.000+01:00,2025,11,15,16,0,108.66
2025-11-15T17:00:00.000+01:00,2025,11,15,17,0,113.96
2025-11-15T18:00:00.000+01:00,2025,11,15,18,0,127.73
2025-11-15T19:00:00.000+01:00,2025,11,15,19,0,116.7
2025-11-15T20:00:00.000+01:00,2025,11,15,20,0,105.27
2025-11-15T21:00:00.000+01:00,2025,11,15,21,0,101.13
2025-11-15T22:00:00.000+01:00,2025,11,15,22,0,97.65
2025-11-15T23:00:00.000+01:00,2025,11,15,23,0,96.84
2025-11-16T00:00:00.000+01:00,2025,11,16,0,0,97.74
2025-11-16T01:00:00.000+01:00,2025,11,16,1,0,92.76
2025-11-16T02:00:00.000+01:00,2025,11,16,2,0,91.73
2025-11-16T03:00:00.000+01:00,2025,11,16,3,0,89.7
2025-11-16T04:00:00.000+01:00,2025,11,16,4,0,88.53
2025-11-16T05:00:00.000+01:00,2025,11,16,5,0,88.41
2025-11-16T06:00:00.000+01:00,2025,11,16,6,0,88.06
2025-11-16T07:00:00.000+01:00,2025,11,16,7,0,95.64
2025-11-16T08:00:00.000+01:00,2025,11,16,8,0,94.84
2025-11-16T09:00:00.000+01:00,2025,11,16,9,0,80.13
2025-11-16T10:00:00.000+01:00,2025,11,16,10,0,63.34
2025-11-16T11:00:00.000+01:00,2025,11,16,11,0,59.19
2025-11-16T12:00:00.000+01:00,2025,11,16,12,0,62.52
2025-11-16T13:00:00.000+01:00,2025,11,16,13,0,61.73
2025-11-16T14:00:00.000+01:00,2025,11,16,14,0,61.53
2025-11-16T15:00:00.000+01:00,2025,11,16,15,0,65.82
2025-11-16T16:00:00.000+01:00,2025,11,16,16,0,84.76
2025-11-16T17:00:00.000+01:00,2025,11,16,17,0,120.15
2025-11-16T18:00:00.000+01:00,2025,11,16,18,0,134.5
2025-11-16T19:00:00.000+01:00,2025,11,16,19,0,144.6
2025-11-16T20:00:00.000+01:00,2025,11,16,20,0,153.59
2025-11-16T21:00:00.000+01:00,2025,11,16,21,0,157.21
2025-11-16T22:00:00.000+01:00,2025,11,16,22,0,138.82
2025-11-16T23:00:00.000+01:00,2025,11,16,23,0,123.49
2025-11-17T00:00:00.000+01:00,2025,11,17,0,0,122.83
2025-11-17T01:00:00.000+01:00,2025,11,17,1,0,117.63
2025-11-17T02:00:00.000+01:00,2025,11,17,2,0,115.5
2025-11-17T03:00:00.000+01:00,2025,11,17,3,0,114.53
2025-11-17T04:00:00.000+01:00,2025,11,17,4,0,114.82
2025-11-17T05:00:00.000+01:00,2025,11,17,5,0,121.25
2025-11-17T06:00:00.000+01:00,2025,11,17,6,0,135.96
2025-11-17T07:00:00.000+01:00,2025,11,17,7,0,165.33
2025-11-17T08:00:00.000+01:00,2025,11,17,8,0,206.3
2025-11-17T09:00:00.000+01:00,2025,11,17,9,0,146.4
2025-11-17T10:00:00.000+01:00,2025,11,17,10,0,194.12
2025-11-17T11:00:00.000+01:00,2025,11,17,11,0,184.16
2025-11-17T12:00:00.000+01:00,2025,11,17,12,0,177.63
2025-11-17T13:00:00.000+01:00,2025,11,17,13,0,162.55
2025-11-17T14:00:00.000+01:00,2025,11,17,14,0,95.83
2025-11-17T15:00:00.000+01:00,2025,11,17,15,0,106.86
2025-11-17T16:00:00.000+01:00,2025,11,17,16,0,130.46
2025-11-17T17:00:00.000+01:00,2025,11,17,17,0,158.75
2025-11-17T18:00:00.000+01:00,2025,11,17,18,0,244.33
2025-11-17T19:00:00.000+01:00,2025,11,17,19,0,243.36
2025-11-17T20:00:00.000+01:00,2025,11,17,20,0,236.14
2025-11-17T21:00:00.000+01:00,2025,11,17,21,0,224.32
2025-11-17T22:00:00.000+01:00,2025,11,17,22,0,151.91
2025-11-17T23:00:00.000+01:00,2025,11,17,23,0,145.07
2025-11-18T00:00:00.000+01:00,2025,11,18,0,0,121.09
2025-11-18T01:00:00.000+01:00,2025,11,18,1,0,119.16
2025-11-18T02:00:00.000+01:00,2025,11,18,2,0,116.68
2025-11-18T03:00:00.000+01:00,2025,11,18,3,0,111.27
2025-11-18T04:00:00.000+01:00,2025,11,18,4,0,110.31
2025-11-18T05:00:00.000+01:00,2025,11,18,5,0,109.54
2025-11-18T06:00:00.000+01:00,2025,11,18,6,0,130.58
2025-11-18T07:00:00.000+01:00,2025,11,18,7,0,144.75
2025-11-18T08:00:00.000+01:00,2025,11,18,8,0,170.09
2025-11-18T09:00:00.000+01:00,2025,11,18,9,0,139.68
2025-11-18T10:00:00.000+01:00,2025,11,18,10,0,168.49
2025-11-18T11:00:00.000+01:00,2025,11,18,11,0,139.29
2025-11-18T12:00:00.000+01:00,2025,11,18,12,0,134.84
2025-11-18T13:00:00.000+01:00,2025,11,18,13,0,143.35
2025-11-18T14:00:00.000+01:00,2025,11,18,14,0,84.8
2025-11-18T15:00:00.000+01:00,2025,11,18,15,0,110.5
2025-11-18T16:00:00.000+01:00,2025,11,18,16,0,145.8
2025-11-18T17:00:00.000+01:00,2025,11,18,17,0,173.89
2025-11-18T18:00:00.000+01:00,2025,11,18,18,0,267.57
2025-11-18T19:00:00.000+01:00,2025,11,18,19,0,268.75
2025-11-18T20:00:00.000+01:00,2025,11,18,20,0,270.73
2025-11-18T21:00:00.000+01:00,2025,11,18,21,0,271.55
2025-11-18T22:00:00.000+01:00,2025,11,18,22,0,184.21
2025-11-18T23:00:00.000+01:00,2025,11,18,23,0,165.25
2025-11-19T00:00:00.000+01:00,2025,11,19,0,0,146.89
2025-11-19T01:00:00.000+01:00,2025,11,19,1,0,134.07
2025-11-19T02:00:00.000+01:00,2025,11,19,2,0,126.96
2025-11-19T03:00:00.000+01:00,2025,11,19,3,0,123.4
2025-11-19T04:00:00.000+01:00,2025,11,19,4,0,122.1
2025-11-19T05:00:00.000+01:00,2025,11,19,5,0,123.64
2025-11-19T06:00:00.000+01:00,2025,11,19,6,0,142.35
2025-11-19T07:00:00.000+01:00,2025,11,19,7,0,148.41
2025-11-19T08:00:00.000+01:00,2025,11,19,8,0,177.48
2025-11-19T09:00:00.000+01:00,2025,11,19,9,0,155.49
2025-11-19T10:00:00.000+01:00,2025,11,19,10,0,211.07
2025-11-19T11:00:00.000+01:00,2025,11,19,11,0,192.2
2025-11-19T12:00:00.000+01:00,2025,11,19,12,0,189.26
2025-11-19T13:00:00.000+01:00,2025,11,19,13,0,183.76
2025-11-19T14:00:00.000+01:00,2025,11,19,14,0,121.2
2025-11-19T15:00:00.000+01:00,2025,11,19,15,0,135.8
2025-11-19T16:00:00.000+01:00,2025,11,19,16,0,142.78
2025-11-19T17:00:00.000+01:00,2025,11,19,17,0,167.14
2025-11-19T18:00:00.000+01:00,2025,11,19,18,0,240.4
2025-11-19T19:00:00.000+01:00,2025,11,19,19,0,246.65
2025-11-19T20:00:00.000+01:00,2025,11,19,20,0,252.25
2025-11-19T21:00:00.000+01:00,2025,11,19,21,0,233.71
2025-11-19T22:00:00.000+01:00,2025,11,19,22,0,159.01
2025-11-19T23:00:00.000+01:00,2025,11,19,23,0,150.87
2025-11-20T00:00:00.000+01:00,2025,11,20,0,0,121.94
2025-11-20T01:00:00.000+01:00,2025,11,20,1,0,115.02
2025-11-20T02:00:00.000+01:00,2025,11,20,2,0,114.08
2025-11-20T03:00:00.000+01:00,2025,11,20,3,0,109.19
2025-11-20T04:00:00.000+01:00,2025,11,20,4,0,109.97
2025-11-20T05:00:00.000+01:00,2025,11,20,5,0,120.14
2025-11-20T06:00:00.000+01:00,2025,11,20,6,0,132.09
2025-11-20T07:00:00.000+01:00,2025,11,20,7,0,149.69
2025-11-20T08:00:00.000+01:00,2025,11,20,8,0,186.81
2025-11-20T09:00:00.000+01:00,2025,11,20,9,0,151.63
2025-11-20T10:00:00.000+01:00,2025,11,20,10,0,196.05
2025-11-20T11:00:00.000+01:00,2025,11,20,11,0,187.77
2025-11-20T12:00:00.000+01:00,2025,11,20,12,0,181.92
2025-11-20T13:00:00.000+01:00,2025,11,20,13,0,169.32
2025-11-20T14:00:00.000+01:00,2025,11,20,14,0,92.21
2025-11-20T15:00:00.000+01:00,2025,11,20,15,0,103.87
2025-11-20T16:00:00.000+01:00,2025,11,20,16,0,137.72
2025-11-20T17:00:00.000+01:00,2025,11,20,17,0,164.63
2025-11-20T18:00:00.000+01:00,2025,11,20,18,0,247.95
2025-11-20T19:00:00.000+01:00,2025,11,20,19,0,256.82
2025-11-20T20:00:00.000+01:00,2025,11,20,20,0,256.83
2025-11-20T21:00:00.000+01:00,2025,11,20,21,0,235.37
2025-11-20T22:00:00.000+01:00,2025,11,20,22,0,166.7
2025-11-20T23:00:00.000+01:00,2025,11,20,23,0,149.78
2025-11-21T00:00:00.000+01:00,2025,11,21,0,0,121.5
2025-11-21T01:00:00.000+01:00,2025,11,21,1,0,113.27
2025-11-21T02:00:00.000+01:00,2025,11,21,2,0,112.37
2025-11-21T03:00:00.000+01:00,2025,11,21,3,0,105.82
2025-11-21T04:00:00.000+01:00,2025,11,21,4,0,105.43
2025-11-21T05:00:00.000+01:00,2025,11,21,5,0,98.85
2025-11-21T06:00:00.000+01:00,2025,11,21,6,0,106.47
2025-11-21T07:00:00.000+01:00,2025,11,21,7,0,124.9
2025-11-21T08:00:00.000+01:00,2025,11,21,8,0,152.88
2025-11-21T09:00:00.000+01:00,2025,11,21,9,0,95.68
2025-11-21T10:00:00.000+01:00,2025,11,21,10,0,133.81
2025-11-21T11:00:00.000+01:00,2025,11,21,11,0,134.2
2025-11-21T12:00:00.000+01:00,2025,11,21,12,0,134.07
2025-11-21T13:00:00.000+01:00,2025,11,21,13,0,132.02
2025-11-21T14:00:00.000+01:00,2025,11,21,14,0,68.12
2025-11-21T15:00:00.000+01:00,2025,11,21,15,0,80.78
2025-11-21T16:00:00.000+01:00,2025,11,21,16,0,108.8
2025-11-21T17:00:00.000+01:00,2025,11,21,17,0,161.56
2025-11-21T18:00:00.000+01:00,2025,11,21,18,0,259.15
2025-11-21T19:00:00.000+01:00,2025,11,21,19,0,294.63
2025-11-21T20:00:00.000+01:00,2025,11,21,20,0,285.24
2025-11-21T21:00:00.000+01:00,2025,11,21,21,0,252.5
2025-11-21T22:00:00.000+01:00,2025,11,21,22,0,177.54
2025-11-21T23:00:00.000+01:00,2025,11,21,23,0,172.25
2025-11-22T00:00:00.000+01:00,2025,11,22,0,0,140.28
2025-11-22T01:00:00.000+01:00,2025,11,22,1,0,131.13
2025-11-22T02:00:00.000+01:00,2025,11,22,2,0,128.34
2025-11-22T03:00:00.000+01:00,2025,11,22,3,0,120.08
2025-11-22T04:00:00.000+01:00,2025,11,22,4,0,117.07
2025-11-22T05:00:00.000+01:00,2025,11,22,5,0,117.14
2025-11-22T06:00:00.000+01:00,2025,11,22,6,0,123.09
2025-11-22T07:00:00.000+01:00,2025,11,22,7,0,130.92
2025-11-22T08:00:00.000+01:00,2025,11,22,8,0,127.98
2025-11-22T09:00:00.000+01:00,2025,11,22,9,0,81.77
2025-11-22T10:00:00.000+01:00,2025,11,22,10,0,46.92
2025-11-22T11:00:00.000+01:00,2025,11,22,11,0,45.93
2025-11-22T12:00:00.000+01:00,2025,11,22,12,0,46.34
2025-11-22T13:00:00.000+01:00,2025,11,22,13,0,46.79
2025-11-22T14:00:00.000+01:00,2025,11,22,14,0,45.56
2025-11-22T15:00:00.000+01:00,2025,11,22,15,0,48.81
2025-11-22T16:00:00.000+01:00,2025,11,22,16,0,91.33
2025-11-22T17:00:00.000+01:00,2025,11,22,17,0,139.82
2025-11-22T18:00:00.000+01:00,2025,11,22,18,0,153.49
2025-11-22T19:00:00.000+01:00,2025,11,22,19,0,159.77
2025-11-22T20:00:00.000+01:00,2025,11,22,20,0,145.42
2025-11-22T21:00:00.000+01:00,2025,11,22,21,0,142.63
2025-11-22T22:00:00.000+01:00,2025,11,22,22,0,138.33
2025-11-22T23:00:00.000+01:00,2025,11,22,23,0,131.39
2025-11-23T00:00:00.000+01:00,2025,11,23,0,0,130.52
2025-11-23T01:00:00.000+01:00,2025,11,23,1,0,119.47
2025-11-23T02:00:00.000+01:00,2025,11,23,2,0,99.8
2025-11-23T03:00:00.000+01:00,2025,11,23,3,0,98.06
2025-11-23T04:00:00.000+01:00,2025,11,23,4,0,92.96
2025-11-23T05:00:00.000+01:00,2025,11,23,5,0,100.74
2025-11-23T06:00:00.000+01:00,2025,11,23,6,0,104.97
2025-11-23T07:00:00.000+01:00,2025,11,23,7,0,121.62
2025-11-23T08:00:00.000+01:00,2025,11,23,8,0,118.2
2025-11-23T09:00:00.000+01:00,2025,11,23,9,0,73.79
2025-11-23T10:00:00.000+01:00,2025,11,23,10,0,61.13
2025-11-23T11:00:00.000+01:00,2025,11,23,11,0,59.18
2025-11-23T12:00:00.000+01:00,2025,11,23,12,0,59.29
2025-11-23T13:00:00.000+01:00,2025,11,23,13,0,58.44
2025-11-23T14:00:00.000+01:00,2025,11,23,14,0,58.03
2025-11-23T15:00:00.000+01:00,2025,11,23,15,0,59.53
2025-11-23T16:00:00.000+01:00,2025,11,23,16,0,74.08
2025-11-23T17:00:00.000+01:00,2025,11,23,17,0,116.6
2025-11-23T18:00:00.000+01:00,2025,11,23,18,0,123.87
2025-11-23T19:00:00.000+01:00,2025,11,23,19,0,130.97
2025-11-23T20:00:00.000+01:00,2025,11,23,20,0,136.34
2025-11-23T21:00:00.000+01:00,2025,11,23,21,0,124.78
2025-11-23T22:00:00.000+01:00,2025,11,23,22,0,117.15
2025-11-23T23:00:00.000+01:00,2025,11,23,23,0,93.79
2025-11-24T00:00:00.000+01:00,2025,11,24,0,0,84.43
2025-11-24T01:00:00.000+01:00,2025,11,24,1,0,67.79
2025-11-24T02:00:00.000+01:00,2025,11,24,2,0,61.26
2025-11-24T03:00:00.000+01:00,2025,11,24,3,0,61.25
2025-11-24T04:00:00.000+01:00,2025,11,24,4,0,60.78
2025-11-24T05:00:00.000+01:00,2025,11,24,5,0,59.28
2025-11-24T06:00:00.000+01:00,2025,11,24,6,0,72.43
2025-11-24T07:00:00.000+01:00,2025,11,24,7,0,100.23
2025-11-24T08:00:00.000+01:00,2025,11,24,8,0,142.8
2025-11-24T09:00:00.000+01:00,2025,11,24,9,0,129.45
2025-11-24T10:00:00.000+01:00,2025,11,24,10,0,184.53
2025-11-24T11:00:00.000+01:00,2025,11,24,11,0,177.0
2025-11-24T12:00:00.000+01:00,2025,11,24,12,0,173.24
2025-11-24T13:00:00.000+01:00,2025,11,24,13,0,176.82
2025-11-24T14:00:00.000+01:00,2025,11,24,14,0,116.32
2025-11-24T15:00:00.000+01:00,2025,11,24,15,0,124.82
2025-11-24T16:00:00.000+01:00,2025,11,24,16,0,135.99
2025-11-24T17:00:00.000+01:00,2025,11,24,17,0,141.25
2025-11-24T18:00:00.000+01:00,2025,11,24,18,0,218.59
2025-11-24T19:00:00.000+01:00,2025,11,24,19,0,221.96
2025-11-24T20:00:00.000+01:00,2025,11,24,20,0,229.98
2025-11-24T21:00:00.000+01:00,2025,11,24,21,0,221.92
2025-11-24T22:00:00.000+01:00,2025,11,24,22,0,149.51
2025-11-24T23:00:00.000+01:00,2025,11,24,23,0,143.48
2025-11-25T00:00:00.000+01:00,2025,11,25,0,0,97.1
2025-11-25T01:00:00.000+01:00,2025,11,25,1,0,94.91
2025-11-25T02:00:00.000+01:00,2025,11,25,2,0,85.55
2025-11-25T03:00:00.000+01:00,2025,11,25,3,0,73.53
2025-11-25T04:00:00.000+01:00,2025,11,25,4,0,68.17
2025-11-25T05:00:00.000+01:00,2025,11,25,5,0,83.6
2025-11-25T06:00:00.000+01:00,2025,11,25,6,0,113.66
2025-11-25T07:00:00.000+01:00,2025,11,25,7,0,128.2
2025-11-25T08:00:00.000+01:00,2025,11,25,8,0,159.14
2025-11-25T09:00:00.000+01:00,2025,11,25,9,0,132.13
2025-11-25T10:00:00.000+01:00,2025,11,25,10,0,152.64
2025-11-25T11:00:00.000+01:00,2025,11,25,11,0,142.71
2025-11-25T12:00:00.000+01:00,2025,11,25,12,0,140.74
2025-11-25T13:00:00.000+01:00,2025,11,25,13,0,138.05
2025-11-25T14:00:00.000+01:00,2025,11,25,14,0,72.81
2025-11-25T15:00:00.000+01:00,2025,11,25,15,0,75.72
2025-11-25T16:00:00.000+01:00,2025,11,25,16,0,100.13
2025-11-25T17:00:00.000+01:00,2025,11,25,17,0,164.05
2025-11-25T18:00:00.000+01:00,2025,11,25,18,0,247.2
2025-11-25T19:00:00.000+01:00,2025,11,25,19,0,250.28
2025-11-25T20:00:00.000+01:00,2025,11,25,20,0,244.63
2025-11-25T21:00:00.000+01:00,2025,11,25,21,0,233.24
2025-11-25T22:00:00.000+01:00,2025,11,25,22,0,167.39
2025-11-25T23:00:00.000+01:00,2025,11,25,23,0,156.84
2025-11-26T00:00:00.000+01:00,2025,11,26,0,0,123.82
2025-11-26T01:00:00.000+01:00,2025,11,26,1,0,115.75
